consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp_4.keys,key_resp_4.rt,click_action.keys,click_action.corr,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,click_action.rt,click_action_2.keys,click_action_2.corr,click_action_2.rt,action_selection_two.thisRepN,action_selection_two.thisTrialN,action_selection_two.thisN,action_selection_two.thisIndex,action_selection_two.ran,resp4.keys,resp4_4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,action2,resp4.rt,resp4_4.rt,key_resp_3.keys,key_resp_24.keys,key_resp_25.keys,key_resp_25.rt,key_resp_34.keys,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,a1,a2,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_34.rt,key_resp_24.rt,key_resp_8.keys,key_resp_29.keys,key_resp_29.rt,transition_reval_choice.keys,transition_reval_choice.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,428,428,428,1,apple.png,fox.png,trident.png,6,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,0,0,0,1,0.7609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.7463,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,429,429,429,1,north.png,tree.png,planet.png,3,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,0,0,0,1,1.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.7351,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,430,430,430,1,apple.png,fox.png,trident.png,6,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,0,0,0,1,0.7799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.6928,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,431,431,431,1,tophat.png,watch.png,trident.png,4,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,0,0,0,1,0.8383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.6702,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,432,432,432,1,apple.png,fox.png,trident.png,6,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,1,1.0936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.6488,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,433,433,433,1,compass.png,tree.png,planet.png,5,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0.8168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.719,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,k,0,434,434,434,1,snorkel.png,tree.png,planet.png,1,a,7.0265,1.3031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,1,0.8778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.8459,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,435,435,435,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,0,1,0.8328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.7035,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,436,436,436,1,train.png,watch.png,trident.png,2,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0,0,0,0,1,0.7664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.6689,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,437,437,437,1,hammer.png,fox.png,trident.png,7,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,1,0.7975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.7027,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,438,438,438,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,0,0,0,1,0.8476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.7332,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,439,439,439,1,apple.png,fox.png,trident.png,6,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,1,0.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.7342,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,440,440,440,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,1,0.8669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.709,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,441,441,441,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,0,1,1.0864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.6526,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,442,442,442,1,train.png,watch.png,trident.png,2,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,1,1.2943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.8468,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,443,443,443,1,compass.png,tree.png,planet.png,5,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,1,0.903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.6862,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,444,444,444,1,compass.png,tree.png,planet.png,5,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0.7833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.7522,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,445,445,445,1,snorkel.png,tree.png,planet.png,1,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,0,0,0,1,0.8685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.7895,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,446,446,446,1,tophat.png,watch.png,trident.png,4,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,1,1.0778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.7152,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6483648c280beabafcb3797e,001,2023-08-14_17h35.17.544,study6,2022.2.5,Win32,52.27391532,6483648c280beabafcb3797e,64da092c7a22c2da8d708e87,64da56fbf8c2e043d0bbb10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,447,447,447,1,compass.png,tree.png,planet.png,5,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
