consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp_4.keys,key_resp_4.rt,click_action.keys,click_action.corr,click_action.rt,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,click_action_2.keys,click_action_2.corr,click_action_2.rt,action_selection_two.thisRepN,action_selection_two.thisTrialN,action_selection_two.thisN,action_selection_two.thisIndex,action_selection_two.ran,resp4.keys,resp4_4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,action2,resp4.rt,resp4_4.rt,key_resp_3.keys,key_resp_24.keys,key_resp_25.keys,key_resp_25.rt,key_resp_34.keys,key_resp_34.rt,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,a1,a2,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_24.rt,key_resp_8.keys,key_resp_8.rt,key_resp_29.keys,key_resp_29.rt,transition_reval_choice.keys,transition_reval_choice.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0.8622,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.3164,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,240,240,240,1,apple.png,fox.png,trident.png,6,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.7495,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.4679,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,241,241,241,1,snorkel.png,tree.png,planet.png,1,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.6005,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.6656,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,242,242,242,1,snorkel.png,watch.png,trident.png,1,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.9331,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.6349,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,243,243,243,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.9805,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.6182,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,244,244,244,1,north.png,tree.png,planet.png,3,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.8672,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.3375,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,245,245,245,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.567,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.3833,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,246,246,246,1,compass.png,tree.png,planet.png,5,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.5023,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.3843,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,247,247,247,1,compass.png,tree.png,planet.png,5,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.7995,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.4181,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,248,248,248,1,snorkel.png,tree.png,planet.png,1,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.5995,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.4335,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,249,249,249,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.8159,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.383,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,250,250,250,1,train.png,watch.png,trident.png,2,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.3853,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.2983,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,251,251,251,1,train.png,tree.png,planet.png,2,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.8504,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.4164,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,252,252,252,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.7003,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.5173,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,253,253,253,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0.9486,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.3187,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,254,254,254,1,apple.png,fox.png,trident.png,6,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0.8172,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.1512,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,255,255,255,1,apple.png,fox.png,trident.png,6,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.8808,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.2333,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,256,256,256,1,north.png,tree.png,planet.png,3,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.7979,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.2351,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,257,257,257,1,compass.png,tree.png,planet.png,5,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.551,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.5162,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,63ea5f39871e9fdef021a53d,001,2023-08-14_16h06.25.068,study6,2022.2.5,Win32,60.09254252,63ea5f39871e9fdef021a53d,64da092c7a22c2da8d708e87,64da42d06cfb89c25f9b2e51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,258,258,258,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
